pais,cultivo,anio,rendimiento_real_t_ha,rendimiento_predicho_t_ha,error_absoluto_t_ha,error_relativo_pct,error_con_signo_t_ha,calidad_prediccion
Rusia,Algodón,2018,1.74,2.2074,0.4674,26.86,0.4674,Mejorable (>25%)
Rusia,Café,2018,0.67,1.4024,0.7324,109.32,0.7324,Mejorable (>25%)
Rusia,Cebada,2018,6.12,4.2666,1.8534,30.28,-1.8534,Mejorable (>25%)
Rusia,Maíz,2018,7.16,6.3439,0.8161,11.4,-0.8161,Aceptable (10–25%)
Rusia,Trigo,2018,2.86,3.9662,1.1062,38.68,1.1062,Mejorable (>25%)
Rusia,Caña de azúcar,2019,113.06,98.8932,14.1668,12.53,-14.1668,Aceptable (10–25%)
Rusia,Soja,2019,3.25,3.2605,0.0105,0.32,0.0105,Bueno (≤10%)
Rusia,Girasol,2019,1.56,2.0087,0.4487,28.76,0.4487,Mejorable (>25%)
Rusia,Algodón,2019,1.29,2.0661,0.7761,60.17,0.7761,Mejorable (>25%)
Rusia,Café,2019,1.84,1.5146,0.3254,17.69,-0.3254,Aceptable (10–25%)
Rusia,Cebada,2019,3.68,4.0168,0.3368,9.15,0.3368,Bueno (≤10%)
Rusia,Maíz,2019,4.35,6.406,2.056,47.26,2.056,Mejorable (>25%)
Rusia,Trigo,2019,2.38,3.7998,1.4198,59.66,1.4198,Mejorable (>25%)
Rusia,Caña de azúcar,2020,55.74,82.2938,26.5538,47.64,26.5538,Mejorable (>25%)
Rusia,Soja,2020,2.65,3.3161,0.6661,25.13,0.6661,Mejorable (>25%)
Rusia,Girasol,2020,2.13,2.3791,0.2491,11.7,0.2491,Aceptable (10–25%)
Rusia,Algodón,2020,2.53,2.404,0.126,4.98,-0.126,Bueno (≤10%)
Rusia,Café,2020,1.84,1.3009,0.5391,29.3,-0.5391,Mejorable (>25%)
Rusia,Cebada,2020,2.98,4.073,1.093,36.68,1.093,Mejorable (>25%)
Rusia,Maíz,2020,7.32,7.0163,0.3037,4.15,-0.3037,Bueno (≤10%)
Rusia,Trigo,2020,6.2,4.4746,1.7254,27.83,-1.7254,Mejorable (>25%)
